T_s,T_over_P,m3_numerically_safe,m4_geometry_safe,cond_phi_rv,dv_total_m_s,min_distance_m,min_clearance_outside_corridor_m,min_y_m,max_y_m,koz_violation,corridor_violation,chief_crossing_violation,violation_reason,closure_error_m
3740.000000,0.67343411,True,False,1.886736e+01,0.292379,48.843641,-51.156359,-1002.704159,-47.295841,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
3750.000000,0.67523473,True,False,1.881004e+01,0.290448,48.819046,-51.180954,-1002.751146,-47.248854,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.848e-14
3760.000000,0.67703536,True,False,1.875533e+01,0.288532,48.794167,-51.205833,-1002.798375,-47.201625,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
3770.000000,0.67883598,True,False,1.870319e+01,0.286631,48.769000,-51.231000,-1002.845853,-47.154147,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.267e-14
3780.000000,0.68063661,True,False,1.865355e+01,0.284745,48.743545,-51.256455,-1002.893692,-47.106308,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3790.000000,0.68243724,True,False,1.860638e+01,0.282874,48.717799,-51.282201,-1002.941974,-47.058026,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.848e-14
3800.000000,0.68423786,True,False,1.856163e+01,0.281017,48.691760,-51.308240,-1002.990511,-47.009489,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3810.000000,0.68603849,True,False,1.851925e+01,0.279174,48.665428,-51.334572,-1003.039310,-46.960690,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
3820.000000,0.68783911,True,False,1.847920e+01,0.277346,48.638799,-51.361201,-1003.088376,-46.911624,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3830.000000,0.68963974,True,False,1.844144e+01,0.275533,48.611873,-51.388127,-1003.137943,-46.862057,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3840.000000,0.69144037,True,False,1.840594e+01,0.273733,48.584647,-51.415353,-1003.187821,-46.812179,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.267e-14
3850.000000,0.69324099,True,False,1.837266e+01,0.271947,48.557120,-51.442880,-1003.237976,-46.762024,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.432e-14
3860.000000,0.69504162,True,False,1.834157e+01,0.270175,48.529289,-51.470711,-1003.288411,-46.711589,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.848e-14
3870.000000,0.69684224,True,False,1.831264e+01,0.268416,48.501152,-51.498848,-1003.339133,-46.660867,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3880.000000,0.69864287,True,False,1.828583e+01,0.266671,48.472708,-51.527292,-1003.390383,-46.609617,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.776e-15
3890.000000,0.70044350,True,False,1.826113e+01,0.264940,48.443954,-51.556046,-1003.441929,-46.558071,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
3900.000000,0.70224412,True,False,1.823849e+01,0.263222,48.414888,-51.585112,-1003.493771,-46.506229,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
3910.000000,0.70404475,True,False,1.821791e+01,0.261517,48.385509,-51.614491,-1003.545917,-46.454083,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
3920.000000,0.70584537,True,False,1.819936e+01,0.259826,48.355814,-51.644186,-1003.598370,-46.401630,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
3930.000000,0.70764600,True,False,1.818282e+01,0.258147,48.325801,-51.674199,-1003.651266,-46.348734,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",8.527e-14
3940.000000,0.70944663,True,False,1.816826e+01,0.256482,48.295468,-51.704532,-1003.704557,-46.295443,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
3950.000000,0.71124725,True,False,1.815567e+01,0.254830,48.264813,-51.735187,-1003.758168,-46.241832,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
3960.000000,0.71304788,True,False,1.814504e+01,0.253190,48.233833,-51.766167,-1003.812103,-46.187897,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.684e-14
3970.000000,0.71484850,True,False,1.813634e+01,0.251564,48.202527,-51.797473,-1003.866369,-46.133631,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.844e-14
3980.000000,0.71664913,True,False,1.812957e+01,0.249950,48.170892,-51.829108,-1003.920972,-46.079028,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
3990.000000,0.71844976,True,False,1.812472e+01,0.248349,48.138926,-51.861074,-1003.976003,-46.023997,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",9.948e-14
4000.000000,0.72025038,True,False,1.812176e+01,0.246760,48.106627,-51.893373,-1004.031466,-45.968534,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4010.000000,0.72205101,True,False,1.812070e+01,0.245184,48.073993,-51.926007,-1004.087277,-45.912723,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.424e-14
4020.000000,0.72385163,True,False,1.812152e+01,0.243621,48.041020,-51.958980,-1004.143443,-45.856557,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4030.000000,0.72565226,True,False,1.812422e+01,0.242070,48.007708,-51.992292,-1004.199970,-45.800030,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.685e-14
4040.000000,0.72745289,True,False,1.812879e+01,0.240532,47.974053,-52.025947,-1004.256864,-45.743136,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4050.000000,0.72925351,True,False,1.813523e+01,0.239006,47.940054,-52.059946,-1004.314131,-45.685869,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4060.000000,0.73105414,True,False,1.814353e+01,0.237492,47.905708,-52.094292,-1004.371782,-45.628218,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4070.000000,0.73285476,True,False,1.815369e+01,0.235991,47.871013,-52.128987,-1004.429942,-45.570058,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4080.000000,0.73465539,True,False,1.816571e+01,0.234502,47.835967,-52.164033,-1004.488487,-45.511513,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4090.000000,0.73645602,True,False,1.817959e+01,0.233025,47.800567,-52.199433,-1004.547424,-45.452576,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4100.000000,0.73825664,True,False,1.819533e+01,0.231561,47.764811,-52.235189,-1004.606760,-45.393240,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4110.000000,0.74005727,True,False,1.821294e+01,0.230109,47.728697,-52.271303,-1004.666501,-45.333499,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4120.000000,0.74185789,True,False,1.823241e+01,0.228669,47.692224,-52.307776,-1004.726654,-45.273346,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4130.000000,0.74365852,True,False,1.825376e+01,0.227242,47.655387,-52.344613,-1004.787225,-45.212775,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4140.000000,0.74545914,True,False,1.827698e+01,0.225827,47.618187,-52.381813,-1004.848221,-45.151779,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4150.000000,0.74725977,True,False,1.830209e+01,0.224424,47.580619,-52.419381,-1004.909649,-45.090351,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4160.000000,0.74906040,True,False,1.832910e+01,0.223033,47.542683,-52.457317,-1004.971515,-45.028485,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4170.000000,0.75086102,True,False,1.835801e+01,0.221654,47.504376,-52.495624,-1005.033826,-44.966174,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.105e-14
4180.000000,0.75266165,True,False,1.838884e+01,0.220288,47.465697,-52.534303,-1005.096641,-44.903359,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4190.000000,0.75446227,True,False,1.842159e+01,0.218934,47.426642,-52.573358,-1005.159918,-44.840082,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.684e-14
4200.000000,0.75626290,True,False,1.845629e+01,0.217592,47.387212,-52.612788,-1005.223653,-44.776347,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4210.000000,0.75806353,True,False,1.849294e+01,0.216263,47.347402,-52.652598,-1005.287854,-44.712146,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4220.000000,0.75986415,True,False,1.853156e+01,0.214946,47.307213,-52.692787,-1005.352529,-44.647471,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4230.000000,0.76166478,True,False,1.857217e+01,0.213641,47.266642,-52.733358,-1005.417683,-44.582317,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4240.000000,0.76346540,True,False,1.861479e+01,0.212349,47.225687,-52.774313,-1005.483324,-44.516676,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4250.000000,0.76526603,True,False,1.865944e+01,0.211069,47.184348,-52.815652,-1005.549460,-44.450540,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.843e-14
4260.000000,0.76706666,True,False,1.870613e+01,0.209802,47.142622,-52.857378,-1005.616097,-44.383903,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.105e-14
4270.000000,0.76886728,True,False,1.875489e+01,0.208548,47.100509,-52.899491,-1005.683242,-44.316758,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4280.000000,0.77066791,True,False,1.880575e+01,0.207306,47.058008,-52.941992,-1005.750902,-44.249098,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.263e-14
4290.000000,0.77246853,True,False,1.885873e+01,0.206076,47.015116,-52.984884,-1005.819086,-44.180914,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.844e-14
4300.000000,0.77426916,True,False,1.891386e+01,0.204860,46.971834,-53.028166,-1005.887799,-44.112201,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.264e-14
4310.000000,0.77606979,True,False,1.897116e+01,0.203656,46.928161,-53.071839,-1005.957050,-44.042950,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",8.527e-14
4320.000000,0.77787041,True,False,1.903067e+01,0.202465,46.884097,-53.115903,-1006.026846,-43.973154,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.684e-14
4330.000000,0.77967104,True,False,1.909242e+01,0.201287,46.839640,-53.160360,-1006.097194,-43.902806,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.264e-14
4340.000000,0.78147166,True,False,1.915643e+01,0.200123,46.794791,-53.205209,-1006.168101,-43.831899,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4350.000000,0.78327229,True,False,1.922276e+01,0.198971,46.749549,-53.250451,-1006.239576,-43.760424,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-13
4360.000000,0.78507292,True,False,1.929142e+01,0.197833,46.703916,-53.296084,-1006.311626,-43.688374,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-13
4370.000000,0.78687354,True,False,1.936247e+01,0.196708,46.657892,-53.342108,-1006.384258,-43.615742,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-13
4380.000000,0.78867417,True,False,1.943594e+01,0.195597,46.611477,-53.388523,-1006.457502,-43.542498,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4390.000000,0.79047479,True,False,1.951187e+01,0.194499,46.564673,-53.435327,-1006.531389,-43.468611,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.563e-13
4400.000000,0.79227542,True,False,1.959031e+01,0.193415,46.517481,-53.482519,-1006.605888,-43.394112,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4410.000000,0.79407605,True,False,1.967131e+01,0.192345,46.469903,-53.530097,-1006.681006,-43.318994,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.684e-14
4420.000000,0.79587667,True,False,1.975491e+01,0.191289,46.421940,-53.578060,-1006.756751,-43.243249,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4430.000000,0.79767730,True,False,1.984116e+01,0.190248,46.373596,-53.626404,-1006.833131,-43.166869,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4440.000000,0.79947792,True,False,1.993012e+01,0.189221,46.324873,-53.675127,-1006.910155,-43.089845,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4450.000000,0.80127855,True,False,2.002185e+01,0.188208,46.275775,-53.724225,-1006.987829,-43.012171,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.818e-14
4460.000000,0.80307918,True,False,2.011640e+01,0.187210,46.226305,-53.773695,-1007.066163,-42.933837,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4470.000000,0.80487980,True,False,2.021383e+01,0.186228,46.176468,-53.823532,-1007.145164,-42.854836,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",9.948e-14
4480.000000,0.80668043,True,False,2.031420e+01,0.185260,46.126269,-53.873731,-1007.224901,-42.775099,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4490.000000,0.80848105,True,False,2.041759e+01,0.184308,46.075712,-53.924288,-1007.305392,-42.694608,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-14
4500.000000,0.81028168,True,False,2.052406e+01,0.183371,46.024804,-53.975196,-1007.386581,-42.613419,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.977e-14
4510.000000,0.81208231,True,False,2.063369e+01,0.182451,45.973552,-54.026448,-1007.468476,-42.531524,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.105e-14
4520.000000,0.81388293,True,False,2.074654e+01,0.181546,45.921963,-54.078037,-1007.551087,-42.448913,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",9.948e-14
4530.000000,0.81568356,True,False,2.086270e+01,0.180658,45.870046,-54.129954,-1007.634420,-42.365580,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",9.237e-14
4540.000000,0.81748418,True,False,2.098225e+01,0.179787,45.817808,-54.182192,-1007.718539,-42.281461,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4550.000000,0.81928481,True,False,2.110528e+01,0.178932,45.765260,-54.234740,-1007.803515,-42.196485,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",4.974e-14
4560.000000,0.82108543,True,False,2.123188e+01,0.178095,45.712413,-54.287587,-1007.889246,-42.110754,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",8.527e-14
4570.000000,0.82288606,True,False,2.136214e+01,0.177276,45.659279,-54.340721,-1007.975741,-42.024259,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",5.684e-14
4580.000000,0.82468669,True,False,2.149615e+01,0.176474,45.605869,-54.394131,-1008.063009,-41.936991,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4590.000000,0.82648731,True,False,2.163403e+01,0.175691,45.552199,-54.447801,-1008.151159,-41.848841,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.350e-13
4600.000000,0.82828794,True,False,2.177588e+01,0.174927,45.498282,-54.501718,-1008.240201,-41.759799,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.324e-15
4610.000000,0.83008856,True,False,2.192182e+01,0.174182,45.444136,-54.555864,-1008.330049,-41.669951,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",6.395e-14
4620.000000,0.83188919,True,False,2.207195e+01,0.173456,45.389778,-54.610222,-1008.420713,-41.579287,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.132e-14
4630.000000,0.83368982,True,False,2.222640e+01,0.172750,45.335227,-54.664773,-1008.512301,-41.487699,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.139e-14
4640.000000,0.83549044,True,False,2.238531e+01,0.172065,45.280504,-54.719496,-1008.604850,-41.395150,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",9.948e-14
4650.000000,0.83729107,True,False,2.254880e+01,0.171401,45.225632,-54.774368,-1008.698248,-41.301752,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.776e-15
4660.000000,0.83909169,True,False,2.271702e+01,0.170758,45.170633,-54.829367,-1008.792505,-41.207495,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",6.397e-14
4670.000000,0.84089232,True,False,2.289012e+01,0.170137,45.115535,-54.884465,-1008.887852,-41.112148,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.421e-13
4680.000000,0.84269295,True,False,2.306825e+01,0.169538,45.060365,-54.939635,-1008.984108,-41.015892,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.066e-13
4690.000000,0.84449357,True,False,2.325157e+01,0.168963,45.005153,-54.994847,-1009.081258,-40.918742,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.842e-14
4700.000000,0.84629420,True,False,2.344025e+01,0.168411,44.949933,-55.050067,-1009.179500,-40.820500,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.066e-13
4710.000000,0.84809482,True,False,2.363448e+01,0.167884,44.894737,-55.105263,-1009.278741,-40.721259,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",7.824e-14
4720.000000,0.84989545,True,False,2.383444e+01,0.167382,44.839605,-55.160395,-1009.378912,-40.621088,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.918e-13
4730.000000,0.85169608,True,False,2.404032e+01,0.166906,44.784577,-55.215423,-1009.480248,-40.519752,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.066e-13
4740.000000,0.85349670,True,False,2.425234e+01,0.166456,44.729694,-55.270306,-1009.582603,-40.417397,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4750.000000,0.85529733,True,False,2.447072e+01,0.166034,44.675005,-55.324995,-1009.685950,-40.314050,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4760.000000,0.85709795,True,False,2.469567e+01,0.165640,44.620558,-55.379442,-1009.790556,-40.209444,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4770.000000,0.85889858,True,False,2.492745e+01,0.165275,44.566406,-55.433594,-1009.896155,-40.103845,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4780.000000,0.86069921,True,False,2.516631e+01,0.164940,44.512608,-55.487392,-1010.002945,-39.997055,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4790.000000,0.86249983,True,False,2.541251e+01,0.164636,44.459223,-55.540777,-1010.110893,-39.889107,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4800.000000,0.86430046,True,False,2.566634e+01,0.164364,44.406317,-55.593683,-1010.219944,-39.780056,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.274e-13
4810.000000,0.86610108,True,False,2.592809e+01,0.164125,44.353961,-55.646039,-1010.330310,-39.669690,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4820.000000,0.86790171,True,False,2.619808e+01,0.163921,44.302228,-55.697772,-1010.441734,-39.558266,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4830.000000,0.86970234,True,False,2.647664e+01,0.163752,44.251200,-55.748800,-1010.554584,-39.445416,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4840.000000,0.87150296,True,False,2.676412e+01,0.163620,44.200961,-55.799039,-1010.668527,-39.331473,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4850.000000,0.87330359,True,False,2.706089e+01,0.163526,44.151603,-55.848397,-1010.783895,-39.216105,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4860.000000,0.87510421,True,False,2.736735e+01,0.163471,44.103223,-55.896777,-1010.900428,-39.099572,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4870.000000,0.87690484,True,False,2.768391e+01,0.163458,44.055927,-55.944073,-1011.018422,-38.981578,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4880.000000,0.87870547,True,False,2.801101e+01,0.163488,44.009824,-55.990176,-1011.137620,-38.862380,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4890.000000,0.88050609,True,False,2.834911e+01,0.163562,43.965034,-56.034966,-1011.258350,-38.741650,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4900.000000,0.88230672,True,False,2.869872e+01,0.163682,43.921682,-56.078318,-1011.380317,-38.619683,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4910.000000,0.88410734,True,False,2.906037e+01,0.163851,43.879903,-56.120097,-1011.503864,-38.496136,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
4920.000000,0.88590797,True,False,2.943461e+01,0.164070,43.839840,-56.160160,-1011.628743,-38.371257,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4930.000000,0.88770860,True,False,2.982203e+01,0.164342,43.801645,-56.198355,-1011.755152,-38.244848,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4940.000000,0.88950922,True,False,3.022329e+01,0.164668,43.765480,-56.234520,-1011.883055,-38.116945,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4950.000000,0.89130985,True,False,3.063905e+01,0.165052,43.731517,-56.268483,-1012.012404,-37.987596,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4960.000000,0.89311047,True,False,3.107005e+01,0.165496,43.699938,-56.300062,-1012.143445,-37.856555,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4970.000000,0.89491110,True,False,3.151705e+01,0.166002,43.670936,-56.329064,-1012.275961,-37.724039,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
4980.000000,0.89671172,True,False,3.198089e+01,0.166575,43.644714,-56.355286,-1012.410107,-37.589893,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
4990.000000,0.89851235,True,False,3.246246e+01,0.167216,43.621490,-56.378510,-1012.545944,-37.454056,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
5000.000000,0.90031298,True,False,3.296270e+01,0.167930,43.601490,-56.398510,-1012.683364,-37.316636,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
5010.000000,0.90211360,True,False,3.348265e+01,0.168720,43.584955,-56.415045,-1012.822515,-37.177485,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
5020.000000,0.90391423,True,False,3.402341e+01,0.169591,43.572137,-56.427863,-1012.963442,-37.036558,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",2.274e-13
5030.000000,0.90571485,True,False,3.458615e+01,0.170546,43.563301,-56.436699,-1013.106061,-36.893939,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
5040.000000,0.90751548,True,False,3.517216e+01,0.171590,43.558726,-56.441274,-1013.250430,-36.749570,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
5050.000000,0.90931611,True,False,3.578281e+01,0.172729,43.558700,-56.441300,-1013.396746,-36.603254,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",3.553e-15
5060.000000,0.91111673,True,False,3.641961e+01,0.173967,43.563526,-56.436474,-1013.544866,-36.455134,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
5070.000000,0.91291736,True,False,3.708415e+01,0.175311,43.573518,-56.426482,-1013.694829,-36.305171,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.138e-13
5080.000000,0.91471798,True,False,3.777821e+01,0.176766,43.588998,-56.411002,-1013.846684,-36.153316,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",1.137e-13
5090.000000,0.91651861,True,False,3.850367e+01,0.178340,43.610302,-56.389698,-1014.000612,-35.999388,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
5100.000000,0.91831924,True,False,3.926261e+01,0.180040,43.637770,-56.362230,-1014.156498,-35.843502,True,True,True,"corridor_violation,koz_violation,chief_crossing_violation",0.000e+00
