separation_m,r0_over_a,terminal_pos_err_m,max_pos_dev_m
250.0,3.688329108721172e-05,0.026650015302551157,0.026650015302551157
500.0,7.376658217442344e-05,0.10188191732129404,0.10188191732129404
1000.0,0.00014753316434884688,0.3983081064712013,0.3983081064712013
1500.0,0.00022129974652327033,0.8893593861713543,0.8893593861713543
